label,Question 
invalid,You are given some denominations of coins in an array (int denom[])and infinite supply of all of them. Given an amount (int amount), find the minimum number of coins required to get the exact amount. What is the method called?
invalid,Given an array of size n. It contains numbers in the range 1 to n. Each number is present at least once except for 1 number. Find the missing number
invalid,Given an array of size n. It contains numbers in the range 1 to n. Each number is present at least once except for 2 numbers. Find the missing numbers
invalid,Given an array of size n. It contains numbers in the range 1 to n. Find the numbers which aren't present
invalid,Given a string,find the first un-repeated character in it? Give some test cases
invalid,You are given a dictionary of all valid words. You have the following 3 operations permitted on a word:a) Delete a characterb) Insert a characterc) Replace a characterNow given two words - word1 and word2 - find the minimum number of steps required to convert word1 to word2. (one operation counts as 1 step.)
invalid,Given a cube of size n*n*n (i.e made up of n^3 smaller cubes), find the number of smaller cubes on the surface. Extend this to k-dimension
invalid,What is a C array and illustrate the how is it different from a list
invalid,What is the time and space complexities of merge sort and when is it preferred over quick sort?
invalid,Write a function which takes as parameters one regular expression(only ? and * are the special characters) and a string and returns whether the string matched the regular expression
invalid,Given n red balls and m blue balls and some containers, how would you distribute those balls among the containers such that the probability of picking a red ball is maximized, assuming that the user randomly chooses a container and then randomly picks a ball from that
invalid,Find the second largest element in an array with minimum no of comparisons and give the minimum no of comparisons needed on an array of size N to do the same
invalid,Given an array of size n ,containing every element from 1 to n+1, except one. Find the missing element
invalid,There are two urns A and B and an equal number of red balls and blue balls.How do u place the balls in the urns such that the probability of picking up the red ball is greater?
invalid,Two trains enter at the opposite sides of a tunnel of length L with speeds 'V'. A particle enters the tunnel at the same time with a speed 'v' and it vibrates in the tunnel[i.e. if it reaches the end of the tunnel then it comes back]. What is the position of the particle by the time the 2 trains meet?
invalid,Write an sql query to sort a table according to the amounts in a row and find the second largest amount
invalid,How do you kill a process?
invalid,What is the functionality of a top command?
invalid,Given an array of size n+1 which contains all the numbers from 1 to n.Find the number which is repeated in O(n) time .How do you proceed with the same with floating numbers from 0 to 1 instead of 1 to n?
invalid,Design a data structure to represent the movement of a knight on a chessboard
valid,Write an algorithm to traverse a knight covering all the squares on a chessboard starting at a particular point
invalid,Place a red ball in a urn and all the further balls in the other urn.The probability for picking out the red ball is now greater than 0.5
invalid,If v<=2V then the position is (v*L)/(2*V) from the starting point else it is 2*L -(v*L)/(2*V) from the starting point
invalid,If we know the process then we can kill it by killall -9 "process name" else we can kill it using its process id obtained by the command ps -x by kill -9 "processid"
invalid,I was to imagine a situation where there\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s is an empty wet, water spilled room(ceiling to floor height- 12 ft), a dead man(7 ft height) hung by a 3 ft rope. I\xc3\xa2\xe2\x82\xac\xe2\x84\xa2m asked how could the man hung himself there?
invalid,I\xc3\xa2\xe2\x82\xac\xe2\x84\xa2m given 8 sticks to use to make two squares and four right angled triangles
invalid,I was given two non-uniform sticks which burn one hour each. I had to measure 15 minutes using them
invalid,I was given 9 balls which all are identical except one which is hollow! How many trials would you take to figure out the hollow one!
invalid,There are three ants on three corners of an equilateral triangle. they can move in any direction but only along the triangle edges. probability that any two ants collide each other
invalid,Difference between C and C++
invalid,Can one edit standard libraries of C?
invalid,what is function overloading and overriding (difference between them)
invalid,How do you convert a decimal number to its hexadecimal equivalent.Give a C code to do the same
valid,Explain polymorphism citing an example
invalid,What are the 4 basics of OOP?
invalid,Define Data Abstraction. What is its importance?
invalid,Given an array all of whose elements are positive numbers, find the maximum sum of a subsequence with the constraint that no 2 numbers in the sequence should be adjacent in the array. i) 3 2 7 10 should return 13 (sum of 3 and 10)ii) 3 2 5 10 7 should return 15 (sum of 3, 5 and 7)
valid,Given a Binary Search Tree, write a program to print the kth smallest element without using any static/global variable. You can\xc3\xa2\xe2\x82\xac\xe2\x84\xa2t pass the value k to any function also
invalid,You are given some denominations of coins in an array (int denom[])and infinite supply of all of them. Given an amount (int amount), find the minimum number of coins required to get the exact amount. What is the method called?
invalid,Given an array of size n. It contains numbers in the range 1 to n. Each number is present at least once except for 1 number. Find the missing number
invalid,Given an array of size n. It contains numbers in the range 1 to n. Each number is present at least once except for 2 numbers. Find the missing numbers
invalid,Given an array of size n. It contains numbers in the range 1 to n. Find the numbers which aren't present. Latest
invalid,1. How would you find the second largest element in an array using minimum no of comparisons?
valid,Write a C program for level order traversal of a tree?
invalid,You are given: 3 types of vehicles: Motorbike, Car, and a special type of car for the handicapped
invalid,Types of parking: Motorbike parking, Car parking, handicapped car parking.Motorbikes and cars can only park in their designated parkings, while the handicapped cars can park either in their own parking or the regular car parking.How would you model this as classes? Explain your methods
