type,text 
noreview,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800
noreview,Yeah it's jus rite...
noreview,Armand says get your ass over to epsilon
noreview,U still havent got urself a jacket ah?
noreview,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
noreview,Hi its in durban are you still on this number
noreview,Ic. There are a lotta childporn cars then.
noreview,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
noreview,"No, I was trying it all weekend ;V"
noreview,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
noreview,"Cool, what time you think you can get here?"
noreview,Wen did you get so spiritual and deep. That's great
noreview,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
noreview,Hahaha..use your brain dear
noreview,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
noreview,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
noreview,Yes i have. So that's why u texted. Pshew...missing you so much
noreview,No. I meant the calculation is the same. That  &lt
noreview,"Sorry, I'll call later"
noreview,if you aren't here in the next  &lt
noreview,Anything lor. Juz both of us lor.
noreview,Get me out of this dump heap. My mom decided to come to lowes. BORING.
noreview,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
noreview,Ard 6 like dat lor.
noreview,Why don't you wait 'til at least wednesday to see if you get your .
noreview,Huh y lei...
noreview,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
noreview,"This is the 2nd time we have tried 2 contact u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
noreview,Will Ì_ b going to esplanade fr home?
noreview,"Pity, * was in mood for that. So...any other suggestions?"
noreview,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
noreview,Rofl. Its true to its name
review,there are no major cons.
review,It's a competitive market and we have to be always alert and updated and also many new emerging therapies are also coming in market with low cost
review,None as there was no problem
review,"Average work environment, inefficient seniors, sometimes more than normal working hours to attend. Very gradual work rate and processing."
review,no early increments. and no early or quarterly reviews
review,Hardworking workers need to be given good rewards
review,"Here Nobody can sugest or oppose to higher management, their decIsion willbi final & due to this many times many schemes was failed."
review,Management  issues. Earlier it was a decent place to work
review,I do not think there are any
review,The company is just a show off. Seniors/Managers treat employees as there servants. No extra benefits. Very very very lazy work procedures. No sense of work. Even seniors don't know what to do in certain situations. HR management is worst don't even know to write experience letter. Employees are made to work for peon job also. Managers don't have a simple technical knowledge. Managers are really illiterate and are not even fit for peon position.Young guys don't even think to apply for this company they will just kill your career.
review,nothing that i can thin k of
review,Company's chairman was arrested
review,"Nothing specific, turning out to be more like a big MNC as the employee count is increasing."
review,Some politics is there. And appraisal policy have some pet/non-pet consideration.
review,Onsite opportunities are very limited.
review,Onsite opportunities are very limited.
review,Cannot take any leave during the internship
review,small small problems arise sometimes
review,"If you dont have a project, they do not bother to give you a project. They just rate you lesser at half yearly review"
review,Onsite opportunities are very limited.
review,#NAME?
review,"- No professionalism whatsoever in anything they do.- You may have to sit idle for a very long time and not assigned anything productive. Your skills will degrade unless you are proactive. However, nothing could replace actual projects. So if you are planning to progress, forget this company. If you want to sit it out here and get some money deposited in your bank account every month, this company is for you.- Groupism. All those comments about the company being 'friendly' are made by people who are quite established in a friend circle. Introverts stand no chance here."
review,I have not seen any issues yet
review,"1) You have to work on client side(Local client side vasai, Andheri,etc)2) HR's are useless, full and act like a brainless child playing HR HR game on the floor.3) No PF , No mediclaim, fewer leaves.4) They don't have the common sense to buy enough parking space for parking.5) Bad sitting arrangement.6) At the time of appraisal, all your negative points are considered. Will never     focus on your achievements but your mistakes.7) Cheap bond policy.8) You have to work 9: 30 every day.9) You have to mention break timing every day like you are in the school not in a software company.If you have experience is  more than 2 years please don't join this company.and If you  are fresher and don't have any option then only go for it."
review,"just one point If it is a good service based company than why they keep bond for experience, think about it..in my advice please don't join.go join some other company, if don't like the company then u can easily move, no headache of bond"
review,From where should i start!  No proper seating arrangement lack of space. Employee policies are very bad. most con is Bond. so if you are a experienced developer please don't join.
review,"To little space in office , No place to have lunch you have to eat food on your desk .Office chair is too congested no place to move . Every time you have to shift your chair if some one move from his / her place . No PF for employee."
review,Everything is good so far.
review,No bad experience that I know of.
noreview,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
noreview,"I want to show you the world, princess :) how about europe?"
noreview,Nobody can decide where to eat and dad wants Chinese
noreview,No shoot me. I'm in the docs waiting room. :/
noreview,Now? I'm going out 4 dinner soon..
noreview,Hello which the site to download songs its urgent pls
noreview,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!"
noreview,Horrible gal. Me in sch doing some stuff. How come u got mc?
noreview,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
noreview,"I call you later, don't have network. If urgnt, sms me."
noreview,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
noreview,Please CALL 08712402779 immediately as there is an urgent message waiting for you
noreview,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
noreview,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...
noreview,What your plan for pongal?
noreview,Just wait till end of march when el nino gets himself. Oh.
noreview,"Not yet chikku..going to room nw, i'm in bus.."
noreview,Am also doing in cbe only. But have to pay.
noreview,Honey boo I'm missing u.
noreview,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
noreview,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
noreview,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
noreview,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
noreview,Ok. No wahala. Just remember that a friend in need ...
